id,language,transcript,speech_pitch,speech_energy,mel_mean,mel_std,embedding_dim1,embedding_dim2,emotion
1754,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,154.61,0.79,0.23,0.11,0.52,0.25,Joy
1755,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,184.94,0.65,0.35,0.14,0.43,0.26,Fear
1756,Spanish,Vamos a comenzar la terapia.,231.73,0.44,0.4,0.14,0.56,0.18,Surprise
1757,Mandarin,我现在记录你的血压。,160.24,0.71,0.27,0.15,0.41,0.23,Neutral
1758,Spanish,¿Puede mover el brazo lentamente?,236.02,0.49,0.36,0.12,0.53,0.27,Sadness
1759,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,243.86,0.53,0.3,0.09,0.56,0.26,Neutral
1760,Spanish,Déjeme ajustar su almohada para mayor comodidad.,184.17,0.69,0.31,0.11,0.47,0.23,Neutral
1761,French,Laissez-moi ajuster votre oreiller pour plus de confort.,178.9,0.58,0.26,0.1,0.54,0.17,Neutral
1762,Spanish,Déjeme ajustar su almohada para mayor comodidad.,208.28,0.46,0.39,0.09,0.58,0.25,Sadness
1763,Mandarin,我们来做一些伸展运动。,163.39,0.75,0.29,0.09,0.39,0.25,Joy
1764,French,Vous semblez plus détendu aujourd'hui.,209.72,0.6,0.36,0.1,0.5,0.16,Joy
1765,Mandarin,请深呼吸。,226.02,0.47,0.23,0.14,0.49,0.3,Sadness
1766,Spanish,¿Puede mover el brazo lentamente?,154.38,0.64,0.24,0.14,0.47,0.25,Anger
1767,Spanish,Por favor respire profundamente.,235.32,0.64,0.28,0.08,0.3,0.19,Anger
1768,Mandarin,请深呼吸。,178.11,0.51,0.25,0.09,0.47,0.28,Fear
1769,Mandarin,你可以慢慢移动手臂吗？,171.55,0.45,0.33,0.09,0.52,0.16,Surprise
1770,French,Comment vous sentez-vous aujourd'hui?,205.89,0.59,0.33,0.13,0.36,0.16,Sadness
1771,Mandarin,你今天看起来更放松。,208.39,0.62,0.3,0.13,0.57,0.26,Fear
1772,French,Essayons quelques exercices d'étirement.,240.61,0.6,0.35,0.14,0.34,0.29,Sadness
1773,Spanish,¿Se siente más relajado ahora?,212.0,0.65,0.37,0.08,0.55,0.25,Sadness
1774,French,Veuillez respirer profondément.,233.49,0.48,0.39,0.15,0.34,0.21,Surprise
1775,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,193.37,0.74,0.23,0.1,0.49,0.22,Surprise
1776,Mandarin,你今天看起来更放松。,228.98,0.49,0.31,0.1,0.31,0.28,Joy
1777,English,You seem more relaxed today.,207.37,0.58,0.24,0.11,0.53,0.28,Joy
1778,English,I will record your blood pressure now.,189.2,0.48,0.21,0.11,0.53,0.25,Joy
1779,English,Please take a deep breath.,160.83,0.57,0.27,0.12,0.42,0.24,Surprise
1780,Mandarin,请深呼吸。,234.5,0.56,0.22,0.11,0.56,0.23,Fear
1781,Spanish,¿Tiene algún dolor?,168.05,0.5,0.32,0.11,0.52,0.21,Joy
1782,Hindi,आप अच्छी प्रगति कर रहे हैं।,164.46,0.56,0.31,0.08,0.32,0.29,Fear
1783,Mandarin,你的康复进展很好。,175.66,0.75,0.37,0.13,0.35,0.22,Joy
1784,English,We will start your therapy now.,196.18,0.63,0.25,0.15,0.6,0.27,Anger
1785,Spanish,¿Se siente más relajado ahora?,193.98,0.49,0.31,0.15,0.41,0.19,Fear
1786,English,You seem more relaxed today.,183.84,0.41,0.28,0.1,0.33,0.3,Neutral
1787,French,Ressentez-vous de la douleur?,209.75,0.63,0.38,0.14,0.52,0.27,Joy
1788,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,211.51,0.45,0.35,0.11,0.46,0.15,Neutral
1789,Hindi,मैं आपका तकिया सही कर देता हूँ।,196.99,0.55,0.25,0.11,0.33,0.19,Fear
1790,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,198.98,0.75,0.33,0.09,0.49,0.27,Neutral
1791,Hindi,क्या आपको कोई दर्द है?,193.4,0.66,0.29,0.13,0.35,0.25,Neutral
1792,French,Ressentez-vous de la douleur?,244.09,0.55,0.33,0.12,0.47,0.18,Sadness
1793,Spanish,¿Se siente más relajado ahora?,167.0,0.65,0.31,0.1,0.58,0.18,Sadness
1794,English,Do you feel any pain?,167.73,0.5,0.28,0.09,0.52,0.18,Surprise
1795,English,Please take a deep breath.,234.29,0.73,0.23,0.14,0.44,0.16,Neutral
1796,Spanish,¿Puede mover el brazo lentamente?,186.06,0.77,0.34,0.1,0.46,0.22,Surprise
1797,Hindi,आप अच्छी प्रगति कर रहे हैं।,247.8,0.66,0.22,0.09,0.39,0.26,Fear
1798,Mandarin,请深呼吸。,224.82,0.78,0.33,0.12,0.51,0.19,Neutral
1799,French,Comment vous sentez-vous aujourd'hui?,210.9,0.6,0.28,0.14,0.59,0.3,Sadness
1800,English,You are making good progress.,194.3,0.59,0.24,0.14,0.31,0.17,Sadness
1801,French,Essayons quelques exercices d'étirement.,194.25,0.55,0.39,0.09,0.55,0.18,Joy
1802,Mandarin,让我帮你调整枕头。,208.57,0.41,0.38,0.1,0.35,0.22,Joy
1803,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,241.73,0.5,0.24,0.12,0.44,0.16,Fear
1804,Spanish,Vamos a comenzar la terapia.,213.43,0.75,0.31,0.12,0.46,0.24,Sadness
1805,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,206.72,0.41,0.32,0.12,0.43,0.15,Anger
1806,English,Let me adjust your pillow for comfort.,161.85,0.61,0.32,0.1,0.43,0.19,Neutral
1807,Mandarin,请深呼吸。,159.54,0.68,0.39,0.13,0.55,0.18,Surprise
1808,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,180.01,0.58,0.24,0.13,0.33,0.29,Anger
1809,English,Please take a deep breath.,205.83,0.56,0.36,0.12,0.44,0.22,Surprise
1810,Spanish,Parece más relajado hoy.,221.56,0.5,0.21,0.09,0.58,0.18,Neutral
1811,Mandarin,你可以慢慢移动手臂吗？,229.1,0.63,0.27,0.14,0.45,0.28,Surprise
1812,English,Can you move your arm slowly?,174.44,0.65,0.31,0.1,0.47,0.17,Sadness
1813,Hindi,हम आपकी थेरेपी शुरू करेंगे।,199.08,0.49,0.33,0.13,0.57,0.21,Neutral
1814,Mandarin,请深呼吸。,179.04,0.41,0.24,0.1,0.6,0.28,Neutral
1815,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,154.2,0.57,0.29,0.1,0.39,0.18,Fear
1816,Mandarin,让我帮你调整枕头。,233.62,0.57,0.26,0.11,0.34,0.19,Sadness
1817,Spanish,Parece más relajado hoy.,247.41,0.7,0.3,0.11,0.42,0.19,Fear
1818,Mandarin,我们来做一些伸展运动。,187.55,0.47,0.31,0.14,0.35,0.2,Fear
1819,Hindi,आप अच्छी प्रगति कर रहे हैं।,238.58,0.41,0.22,0.13,0.47,0.24,Sadness
1820,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,163.92,0.76,0.35,0.14,0.52,0.27,Surprise
1821,Spanish,Por favor respire profundamente.,230.5,0.72,0.37,0.12,0.51,0.2,Surprise
1822,French,Laissez-moi ajuster votre oreiller pour plus de confort.,167.47,0.7,0.33,0.12,0.43,0.19,Anger
1823,French,Vous progressez bien.,202.18,0.57,0.29,0.13,0.43,0.27,Surprise
1824,Mandarin,我们来做一些伸展运动。,185.65,0.72,0.2,0.15,0.38,0.25,Surprise
1825,English,You are making good progress.,248.73,0.53,0.4,0.15,0.57,0.19,Anger
1826,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,176.22,0.46,0.32,0.1,0.55,0.26,Sadness
1827,English,We will start your therapy now.,183.16,0.66,0.21,0.13,0.37,0.26,Surprise
1828,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,187.7,0.64,0.33,0.09,0.5,0.19,Surprise
1829,Mandarin,你今天看起来更放松。,158.81,0.41,0.36,0.15,0.52,0.28,Neutral
1830,Hindi,क्या आपको कोई दर्द है?,230.1,0.6,0.23,0.1,0.55,0.26,Joy
1831,Spanish,¿Tiene algún dolor?,199.36,0.48,0.24,0.14,0.51,0.18,Joy
1832,Mandarin,让我帮你调整枕头。,177.43,0.49,0.25,0.09,0.35,0.18,Joy
1833,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,195.9,0.51,0.38,0.12,0.36,0.28,Neutral
1834,English,I will record your blood pressure now.,201.59,0.69,0.26,0.14,0.52,0.16,Neutral
1835,Hindi,आप अच्छी प्रगति कर रहे हैं।,203.82,0.52,0.35,0.1,0.54,0.3,Fear
1836,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,181.64,0.44,0.29,0.14,0.3,0.18,Joy
1837,Spanish,Voy a registrar su presión arterial.,169.06,0.73,0.35,0.11,0.54,0.28,Anger
1838,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,220.46,0.62,0.28,0.1,0.31,0.17,Surprise
1839,French,Pouvez-vous bouger le bras lentement?,151.03,0.54,0.24,0.09,0.43,0.27,Neutral
1840,Spanish,Vamos a comenzar la terapia.,249.56,0.76,0.33,0.12,0.53,0.17,Anger
1841,French,Ressentez-vous de la douleur?,170.0,0.48,0.38,0.09,0.47,0.17,Anger
1842,English,Let's try a few stretching exercises.,153.31,0.75,0.39,0.11,0.43,0.23,Surprise
1843,Mandarin,你可以慢慢移动手臂吗？,201.01,0.74,0.29,0.08,0.31,0.26,Fear
1844,French,Veuillez respirer profondément.,158.35,0.67,0.38,0.14,0.42,0.3,Joy
1845,Mandarin,让我帮你调整枕头。,245.15,0.75,0.36,0.08,0.46,0.23,Anger
1846,Spanish,Parece más relajado hoy.,226.41,0.8,0.3,0.11,0.43,0.16,Anger
1847,French,Ressentez-vous de la douleur?,180.58,0.77,0.27,0.12,0.44,0.26,Anger
1848,English,Let me adjust your pillow for comfort.,179.66,0.44,0.23,0.09,0.48,0.25,Surprise
1849,French,Vous semblez plus détendu aujourd'hui.,197.44,0.75,0.39,0.08,0.43,0.27,Neutral
1850,French,Nous allons commencer la séance.,170.56,0.61,0.23,0.13,0.52,0.16,Joy
1851,Mandarin,让我帮你调整枕头。,160.32,0.7,0.35,0.12,0.47,0.17,Sadness
1852,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,211.49,0.68,0.35,0.09,0.59,0.16,Neutral
1853,Hindi,क्या आपको कोई दर्द है?,203.37,0.41,0.22,0.14,0.43,0.19,Anger
1854,French,Essayons quelques exercices d'étirement.,181.51,0.48,0.23,0.12,0.4,0.16,Surprise
1855,English,Let's try a few stretching exercises.,168.86,0.59,0.31,0.15,0.36,0.27,Joy
1856,Spanish,¿Se siente más relajado ahora?,214.5,0.75,0.26,0.13,0.45,0.19,Surprise
1857,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,205.47,0.77,0.27,0.12,0.6,0.22,Surprise
1858,Spanish,Voy a registrar su presión arterial.,154.91,0.42,0.29,0.11,0.56,0.18,Sadness
1859,English,You are making good progress.,198.41,0.75,0.24,0.1,0.48,0.2,Anger
1860,French,Comment vous sentez-vous aujourd'hui?,209.73,0.45,0.23,0.08,0.31,0.27,Sadness
1861,Mandarin,我们来做一些伸展运动。,193.11,0.45,0.29,0.1,0.38,0.23,Joy
1862,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,234.15,0.45,0.29,0.12,0.38,0.18,Joy
1863,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,246.04,0.53,0.38,0.13,0.56,0.21,Joy
1864,English,You seem more relaxed today.,236.66,0.7,0.3,0.1,0.55,0.19,Sadness
1865,Spanish,Parece más relajado hoy.,218.05,0.46,0.31,0.13,0.32,0.25,Anger
1866,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,220.48,0.4,0.39,0.14,0.38,0.2,Fear
1867,Spanish,Está progresando bien.,197.86,0.48,0.32,0.11,0.34,0.19,Sadness
1868,Spanish,¿Puede mover el brazo lentamente?,157.04,0.5,0.3,0.12,0.44,0.29,Surprise
1869,Mandarin,你有疼痛吗？,179.45,0.57,0.4,0.13,0.32,0.22,Surprise
1870,French,Je vais enregistrer votre tension artérielle.,160.55,0.55,0.3,0.08,0.32,0.22,Neutral
1871,English,I will record your blood pressure now.,199.47,0.49,0.35,0.11,0.37,0.22,Joy
1872,English,How are you feeling today?,150.32,0.5,0.34,0.13,0.47,0.17,Fear
1873,English,Let me adjust your pillow for comfort.,197.72,0.73,0.27,0.09,0.59,0.21,Fear
1874,Hindi,आप अच्छी प्रगति कर रहे हैं।,240.64,0.71,0.4,0.1,0.31,0.22,Sadness
1875,French,Pouvez-vous bouger le bras lentement?,177.7,0.55,0.29,0.09,0.45,0.22,Fear
1876,Spanish,Vamos a comenzar la terapia.,204.99,0.64,0.32,0.12,0.35,0.29,Neutral
1877,Spanish,Voy a registrar su presión arterial.,198.22,0.72,0.21,0.12,0.58,0.15,Joy
1878,Mandarin,你可以慢慢移动手臂吗？,169.38,0.71,0.3,0.1,0.5,0.19,Sadness
1879,French,Laissez-moi ajuster votre oreiller pour plus de confort.,201.0,0.45,0.33,0.09,0.52,0.27,Surprise
1880,French,Pouvez-vous bouger le bras lentement?,207.58,0.73,0.27,0.15,0.51,0.26,Anger
1881,French,Vous semblez plus détendu aujourd'hui.,177.08,0.59,0.35,0.13,0.57,0.25,Sadness
1882,Mandarin,你今天看起来更放松。,223.69,0.76,0.3,0.15,0.42,0.17,Joy
1883,Mandarin,我现在记录你的血压。,208.19,0.65,0.25,0.09,0.46,0.25,Fear
1884,French,Vous semblez plus détendu aujourd'hui.,213.6,0.78,0.24,0.08,0.4,0.16,Sadness
1885,Mandarin,我们来做一些伸展运动。,184.78,0.74,0.29,0.08,0.44,0.29,Fear
1886,Mandarin,你今天感觉如何？,189.95,0.46,0.34,0.08,0.54,0.25,Joy
1887,Mandarin,你的康复进展很好。,180.96,0.54,0.34,0.13,0.38,0.25,Neutral
1888,Hindi,हम आपकी थेरेपी शुरू करेंगे।,242.42,0.6,0.4,0.14,0.53,0.16,Joy
1889,Spanish,Voy a registrar su presión arterial.,167.2,0.63,0.38,0.11,0.54,0.21,Neutral
1890,Spanish,Por favor respire profundamente.,176.35,0.48,0.34,0.1,0.53,0.26,Surprise
1891,Spanish,Parece más relajado hoy.,206.35,0.78,0.37,0.15,0.33,0.25,Surprise
1892,English,Let's try a few stretching exercises.,154.55,0.67,0.21,0.12,0.31,0.25,Fear
1893,Mandarin,你可以慢慢移动手臂吗？,221.24,0.51,0.37,0.13,0.56,0.22,Surprise
1894,Spanish,Está progresando bien.,210.92,0.73,0.35,0.13,0.56,0.27,Fear
1895,Spanish,Voy a registrar su presión arterial.,180.45,0.69,0.37,0.09,0.48,0.16,Neutral
1896,Mandarin,让我帮你调整枕头。,221.8,0.54,0.39,0.14,0.36,0.17,Surprise
1897,English,Please take a deep breath.,233.52,0.76,0.36,0.09,0.46,0.28,Joy
1898,English,Let's try a few stretching exercises.,158.94,0.5,0.32,0.12,0.49,0.19,Neutral
1899,Spanish,¿Puede mover el brazo lentamente?,211.09,0.62,0.26,0.14,0.55,0.22,Neutral
1900,Mandarin,你有疼痛吗？,211.44,0.72,0.31,0.1,0.32,0.25,Fear
1901,English,Let's try a few stretching exercises.,184.63,0.73,0.35,0.13,0.49,0.29,Neutral
1902,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,201.44,0.57,0.26,0.14,0.38,0.15,Surprise
1903,French,Comment vous sentez-vous aujourd'hui?,164.84,0.41,0.34,0.11,0.47,0.16,Sadness
1904,English,I will record your blood pressure now.,217.46,0.68,0.34,0.12,0.58,0.19,Sadness
1905,Hindi,कृपया गहरी साँस लें।,231.38,0.44,0.32,0.14,0.55,0.26,Anger
1906,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,180.54,0.71,0.27,0.13,0.42,0.17,Sadness
1907,Spanish,Por favor respire profundamente.,153.65,0.47,0.23,0.1,0.36,0.2,Sadness
1908,Hindi,कृपया गहरी साँस लें।,164.21,0.59,0.35,0.08,0.31,0.26,Sadness
1909,French,Je vais enregistrer votre tension artérielle.,161.37,0.52,0.36,0.1,0.46,0.22,Anger
1910,Hindi,कृपया गहरी साँस लें।,243.06,0.63,0.28,0.14,0.46,0.27,Neutral
1911,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,242.86,0.7,0.21,0.11,0.34,0.16,Surprise
1912,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,178.71,0.57,0.37,0.13,0.58,0.23,Joy
1913,French,Nous allons commencer la séance.,182.86,0.77,0.31,0.13,0.45,0.15,Neutral
1914,Spanish,Está progresando bien.,198.26,0.54,0.38,0.13,0.41,0.25,Joy
1915,French,Vous progressez bien.,214.1,0.71,0.29,0.11,0.36,0.22,Anger
1916,Hindi,कृपया गहरी साँस लें।,162.49,0.53,0.21,0.08,0.57,0.24,Anger
1917,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,167.56,0.5,0.33,0.11,0.49,0.2,Surprise
1918,English,I will record your blood pressure now.,171.34,0.55,0.4,0.11,0.59,0.18,Surprise
1919,Spanish,Voy a registrar su presión arterial.,168.26,0.63,0.33,0.1,0.56,0.16,Surprise
1920,English,Let's try a few stretching exercises.,214.83,0.49,0.33,0.11,0.44,0.27,Neutral
1921,English,I will record your blood pressure now.,174.24,0.59,0.33,0.13,0.46,0.22,Anger
1922,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,173.7,0.64,0.37,0.09,0.39,0.16,Fear
1923,Spanish,¿Tiene algún dolor?,176.12,0.49,0.31,0.12,0.48,0.2,Sadness
1924,Hindi,कृपया गहरी साँस लें।,207.18,0.69,0.26,0.12,0.49,0.2,Joy
1925,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,204.88,0.48,0.34,0.11,0.57,0.17,Surprise
1926,Spanish,¿Se siente más relajado ahora?,156.55,0.7,0.23,0.15,0.54,0.18,Surprise
1927,French,Pouvez-vous bouger le bras lentement?,225.87,0.63,0.26,0.12,0.38,0.25,Neutral
1928,English,Let me adjust your pillow for comfort.,204.2,0.75,0.23,0.14,0.42,0.16,Anger
1929,French,Nous allons commencer la séance.,215.93,0.69,0.29,0.13,0.3,0.22,Joy
1930,Mandarin,我现在记录你的血压。,200.06,0.63,0.24,0.14,0.54,0.29,Fear
1931,French,Je vais enregistrer votre tension artérielle.,200.02,0.44,0.25,0.14,0.39,0.24,Anger
1932,English,Let's try a few stretching exercises.,194.7,0.67,0.28,0.1,0.33,0.26,Surprise
1933,French,Je vais enregistrer votre tension artérielle.,190.97,0.68,0.21,0.09,0.45,0.22,Neutral
1934,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,193.46,0.67,0.27,0.09,0.37,0.18,Neutral
1935,Mandarin,你可以慢慢移动手臂吗？,161.02,0.65,0.33,0.1,0.51,0.16,Anger
1936,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,211.8,0.55,0.3,0.13,0.53,0.27,Anger
1937,English,We will start your therapy now.,172.08,0.76,0.25,0.1,0.34,0.24,Surprise
1938,Hindi,मैं आपका तकिया सही कर देता हूँ।,248.65,0.56,0.22,0.1,0.45,0.24,Fear
1939,French,Essayons quelques exercices d'étirement.,240.12,0.6,0.25,0.09,0.41,0.27,Anger
1940,French,Vous semblez plus détendu aujourd'hui.,183.15,0.71,0.35,0.14,0.51,0.19,Surprise
1941,English,Can you move your arm slowly?,186.88,0.78,0.38,0.11,0.48,0.25,Joy
1942,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,239.12,0.69,0.32,0.12,0.53,0.22,Joy
1943,English,Let me adjust your pillow for comfort.,241.88,0.55,0.21,0.15,0.58,0.16,Surprise
1944,Mandarin,你今天感觉如何？,244.41,0.57,0.27,0.08,0.4,0.29,Anger
1945,Hindi,मैं आपका तकिया सही कर देता हूँ।,197.38,0.78,0.38,0.09,0.34,0.25,Anger
1946,Hindi,कृपया गहरी साँस लें।,234.23,0.48,0.25,0.08,0.49,0.22,Neutral
1947,Mandarin,你有疼痛吗？,160.57,0.66,0.26,0.14,0.42,0.2,Anger
1948,Spanish,¿Se siente más relajado ahora?,229.15,0.67,0.28,0.11,0.49,0.23,Neutral
1949,French,Essayons quelques exercices d'étirement.,174.93,0.49,0.36,0.08,0.41,0.22,Surprise
1950,Spanish,Está progresando bien.,223.78,0.74,0.37,0.11,0.55,0.29,Neutral
1951,Spanish,Voy a registrar su presión arterial.,183.17,0.59,0.33,0.14,0.54,0.15,Joy
1952,Hindi,हम आपकी थेरेपी शुरू करेंगे।,226.76,0.58,0.26,0.14,0.53,0.17,Neutral
1953,Mandarin,你的康复进展很好。,168.85,0.77,0.22,0.13,0.57,0.16,Anger
1954,French,Essayons quelques exercices d'étirement.,233.82,0.49,0.38,0.13,0.55,0.16,Fear
1955,Hindi,हम आपकी थेरेपी शुरू करेंगे।,195.62,0.44,0.36,0.1,0.33,0.3,Anger
1956,Mandarin,请深呼吸。,165.43,0.6,0.2,0.13,0.4,0.29,Sadness
1957,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,249.35,0.4,0.35,0.09,0.48,0.2,Fear
1958,French,Essayons quelques exercices d'étirement.,233.27,0.48,0.24,0.1,0.49,0.27,Sadness
